HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common_name,Female_maturity_(days),Male_maturity_(days),Gestation/Incubation_(days),Weaning_(days),Litter/Clutch_size,Litters/Clutches_per_year,Inter-litter/Interbirth_interval,Birth_weight_(g),Weaning_weight_(g),Adult_weight_(g),Growth_rate_(1/days),Maximum_longevity_(yrs),Source,Specimen_origin,Sample_size,Data_quality,IMR_(per_yr),MRDT_(yrs),Metabolic_rate_(W),Body_mass_(g),Temperature_(K),References
02146,Animalia,Chordata,Mammalia,Diprotodontia,Burramyidae,Cercartetus,nanus,Eastern_pygmy_possum,190,190,,62,4,2,95,0.0198,8.4,40,,10.3,671,captivity,small,acceptable,,,0.311,64.8,308.75,"36,420,434,455,671,978"
02147,Animalia,Chordata,Mammalia,Diprotodontia,Hypsiprymnodontidae,Hypsiprymnodon,moschatus,Musky_rat_kangaroo,365,365,,270,2,,365,,250,500,,,,unknown,small,low,,,,,,"455,522,671"
02148,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,bennettianus,Bennett's_tree_kangaroo,,,,720,1,,365,,,9300,,,,unknown,small,low,,,,,,"522,671"
02149,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,dorianus,Doria's_tree_kangaroo,,,,600,1,,,,,9581,,19,671,captivity,tiny,acceptable,,,,,,"434,522,542,671,730"
02150,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,goodfellowi,Goodfellow's_tree_kangaroo,,,45,360,1,,,,,7400,,23.6,671,captivity,medium,acceptable,,,,,,"434,522,671"
02151,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,inustus,Grizzled_tree_kangaroo,510,,,540,1,,,,,11400,,23.8,671,captivity,tiny,acceptable,,,,,,"522,671"
02152,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,matschiei,Matschie's_tree_kangaroo,845,,32,500,1,,410,,,7200,,26.9,671,captivity,medium,acceptable,,,7.96,6960,309.45,"36,420,434,448,455,522,671"
02153,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,ursinus,Black_tree_kangaroo,,,,,1,,,,,8000,,20,671,captivity,small,acceptable,,,,,,"455,671"
02154,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,luctuosa,Gray_dorcopsis,450,,,,1,,191,,,3570,,13.9,671,captivity,small,acceptable,,,,,,"522,671"
02155,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,muelleri,Brown_dorcopsis,,,,270,1,,,,,5000,,12.4,671,captivity,small,acceptable,,,,,,"522,671"
02156,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsulus,macleayi,Papuan_mountain_wallaby,,,,,1.2,,,,,2988,,7.9,671,captivity,small,acceptable,,,,,,"671,730,978"
02157,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Lagorchestes,conspicillatus,Spectacled_hare-wallaby,363,,30,204,1,,153,,,3000,,8.8,671,captivity,small,acceptable,,,4.749,2660,309.15,"36,420,522,671"
02158,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Lagorchestes,hirsutus,Rufous_hare-wallaby,330,,,150,1,,125,,1000,1310,,13.2,671,captivity,medium,acceptable,,,,,,"522,671"
02159,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Lagostrophus,fasciatus,Banded_hare-wallaby,365,365,,270,1,,365,,900,2100,,,,unknown,small,low,,,,,,"434,455,522,542,671"
02160,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,agilis,Agile_wallaby,365,425,29,214,1,1.8,220,0.634,2286.7,16000,,16.9,671,captivity,medium,acceptable,,,,,,"434,455,522,671,978"
02161,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,antilopinus,Antilopine_wallaroo,802,,34,426,1,,270,0.703,,49500,,19.8,671,captivity,small,acceptable,,,,,,"434,455,522,542,671"
02162,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,bernardus,Black_wallaroo,,,,,1,,,,,17500,,11.8,671,captivity,tiny,acceptable,,,,,,"434,671,978"
02163,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,dorsalis,Black-striped_wallaby,426,608,34,335,1,,211,0.75,,11250,,,,unknown,tiny,low,,,,,,"455,522,542,671,730"
02164,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,eugenii,Tammar_wallaby,274,730,28,325,1,1,365,0.429,3000,6500,,15.1,671,captivity,medium,acceptable,,,7.78,4796,309.65,"36,244,420,434,455,522,542,671,730,978"
02165,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,fuliginosus,Western_gray_kangaroo,670,880,30,540,1,1,385,0.93433,11000,28250,0.0108,23.2,671,captivity,large,high,,,,,309.65,"434,455,522,542,671,731,978,1068,1142"
02166,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,giganteus,Eastern_gray_kangaroo,639,1290,36,319,1,1,342,0.89867,4000,49500,0.0066,25,556,captivity,large,high,,,,,309.45,"434,455,522,556,731,978,1000"
02167,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,parma,Parma_wallaby,424,620,34,303,1,1.3,213,0.5067,754,4250,0.01,15.9,671,captivity,large,high,,,,,,"434,455,522,542,671,731,978"
02168,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,parryi,Whiptail_wallaby,745,883,36,365,1,,266,,,16500,,,,unknown,tiny,low,,,,,,"434,455,522,542"
02169,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,robustus,Wallaroo,547,670,32,351,1,,264,0.703,2500,30000,0.0038,22,671,captivity,medium,acceptable,,,33.056,29647.9,309.25,"36,420,434,455,522,671,731"
02170,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,rufogriseus,Red-necked_wallaby,395,608,29,187,1,1,273,0.598,1483.3,16200,,15.2,671,captivity,large,acceptable,,,,,,"434,455,522,671,978"
02171,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,rufus,Red_kangaroo,517,806,33,360,1,,241,0.784,5000,55000,0.0075,25,671,captivity,large,high,,,31.353,28500,309.05,"36,420,434,455,522,671,731,1136,1142"
02172,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Onychogalea,fraenata,Ridled_nail-tailed_wallaby,185,,23,165,1,,125,,1900,5500,,7.4,671,captivity,small,acceptable,,,,,,"434,522,671"
02173,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Onychogalea,unguifera,Northern_nail-tailed_wallaby,,,,,1,,,,,5800,,5.5,671,captivity,small,acceptable,,,,,,"522,671"
02174,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,assimilis,Allied_rock_wallaby,525,,31,296,1,,200,,1700,4300,,,,unknown,small,low,,,,,,522
02175,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,brachyotis,Western_rock_wallaby,,,,,1,,,,,3700,,10.1,671,captivity,small,acceptable,,,,,,"522,671"
02176,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,concinna,Nabarlek,430,,30,175,1,1,171,,300,1250,,11.7,671,captivity,small,acceptable,,,,,,"455,522,671,978"
02177,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,lateralis,Black-footed_rock_wallaby,,,,,1,,,,,4200,,,,unknown,tiny,low,,,,,,"522,671"
02178,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,penicillata,Brush-tailed_rock_wallaby,540,590,30,273,1,,200,,735,6000,,14.3,671,captivity,medium,acceptable,,,,,,"434,455,671"
02179,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,xanthopus,Ringtailed_rock_wallaby,541,,31,344,1.1,,196,0.5,2500,6000,,14.4,671,captivity,medium,acceptable,,,,,,"455,522,671"
02180,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Setonix,brachyurus,Quokka,252,389,26,190,1,1.4,365,0.404,500,3500,0.0081,13.8,671,captivity,small,acceptable,,,4.695,2702.3,,"36,249,250,251,252,434,455,522,671,731,978"
02181,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,billardierii,Tasmanian_pademelon,435,435,29,202,1,1,204,0.42,1029,5000,0.0098,8.8,671,captivity,tiny,acceptable,,,,,,"434,455,522,671,731,978"
02182,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,brunii,Dusky_pademelon,,,,,1,,,,,,,9.4,671,captivity,tiny,acceptable,,,,,,"671,978"
02183,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,stigmatica,Red-legged_pademelon,338,,29,252,1,,185,,,4100,,9.7,671,captivity,small,acceptable,,,,,,"522,671"
02184,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,thetis,Red-necked_pademelon,555,,,210,1,,182,,,3800,,9,671,captivity,small,acceptable,,,,,,"522,671"
02185,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,bicolor,Swamp_wallaby,426,426,36,256,1,1.4,243,0.61,,14625,0.0068,16.8,671,captivity,medium,acceptable,,,,,,"434,455,522,671,731,978"
02186,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Dactylopsila,trivirgata,Striped_possum,,,,,1.5,,365,,,318,,9.6,671,captivity,small,acceptable,,,,,,"434,455,522,671"
02187,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Gymnobelideus,leadbeateri,Leadbeater's_possum,475,464,16,115,1.5,2,183,,34,127,,14.1,671,captivity,tiny,acceptable,,,0.574,166,308.15,"36,420,434,455,522,671,730,978"
02188,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,australis,Yellow-bellied_glider,725,,,152,1,1,364,,285,572.5,,15,671,captivity,small,acceptable,,,,,,"434,455,522,671,978"
02189,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,breviceps,Sugar_glider,236,456,16,122,2,1.3,311,0.194,25,110,0.0188,17.8,671,captivity,large,high,,,0.517,129.3,309.05,"36,420,434,455,522,671,731,978"
02190,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,norfolcensis,Squirrel_glider,,,20,122,1.5,,183,,,405,0.0249,14.8,671,captivity,medium,acceptable,,,,,,"434,455,522,671,731"
02191,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Ailurops,ursinus,Bear_cuscus,,,,,,,,,,7000,,,,unknown,small,low,,,,,,"434,671"
02192,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,gymnotis,Ground_cuscus,,,13,270,1,,,,,2400,,18.9,671,captivity,small,acceptable,,,,,309.55,"522,671,1056"
02193,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,orientalis,Gray_cuscus,,,,,2,,,,,2500,,,,unknown,tiny,low,,,,,,"522,671"
02194,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,maculatus,Spotted_cuscus,,243,13,240,2,,365,,1700,3500,,17,671,captivity,tiny,acceptable,,,6.27,4250,307.85,"36,420,434,455,522,542,671"
02195,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,arnhemensis,Northern_brush-tailed_possum,,,,180,1,1.8,,,470,1300,,,,unknown,tiny,low,,,,,,"455,671,730"
02196,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,caninus,Mountain_brush-tailed_possum,900,,16,255,1,1,365,,774,3150,,,,unknown,tiny,low,,,,,,"434,455,542,978"
02197,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,Brush-tailed_possum,315,730,17,204,1,1.5,274,0.279,740,2395,0.0206,15.9,671,captivity,medium,acceptable,,,3.8,1993.5,309.15,"36,247,420,434,455,671,731,978,1143"
02198,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Wyulda,squamicaudata,Scaly-tailed_possum,730,540,,243,1,1,365,,,1700,,,,unknown,small,low,,,,,,"434,455,542,978"
02199,Animalia,Chordata,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,Koala,646,1095,31,342,1,1,471,0.36,1155,9300,0.0028,22.1,671,captivity,large,high,,,5.744,4732.4,308.95,"36,420,434,455,671,731,978,1136"
02200,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,Rufous_'rat'-kangaroo,333,380,23,162,1,3,115,,,3250,,12.8,671,captivity,tiny,acceptable,,,5.978,2820,,"36,434,522,671,730,978"
02201,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Bettongia,gaimardi,Tasmanian_bettong,252,272,20,161,1,,107,0.307,789,1725,,,,unknown,small,low,,,3.578,1385,308.75,"36,420,434,455,522,671"
02202,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Bettongia,lesueur,Burrowing_bettong,218,,21,165,1,3,117,0.317,300,1300,0.0178,,,unknown,tiny,low,,,,,,"434,522,671,731,978"
02203,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Bettongia,penicillata,Woylie,180,,18,150,1,3,102,0.29,500,1500,,18.8,671,captivity,medium,acceptable,,,3.132,1018,310.35,"36,420,455,511,522,671,978"
02204,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Bettongia,tropica,Northern_bettong,301,,20,150,1,,105,,,1200,,,,unknown,tiny,low,,,,,,522
02205,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Potorous,longipes,Long-footed_potoroo,755,,38,161,1,,151,,890,1650,,15.3,671,captivity,small,acceptable,,,,,,"522,671"
02206,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Potorous,tridactylus,Long-nosed_potoroo,400,,30,154,1,2,145,0.333,118,1430,0.0122,14.5,671,captivity,medium,acceptable,,,2.556,1045.5,309.05,"36,420,434,455,671,731,978"
02207,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Hemibelideus,lemuroides,Lemuroid_ringtail_possum,,,,,1,,365,,,1040,,5.4,671,captivity,small,acceptable,,,,,,"434,522,542,671"
02208,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,volans,Greater_glider,639,639,,176,1,1,365,0.273,150,1350,,,,unknown,small,low,,,3.191,1140.5,308.55,"36,420,434,455,978"
02209,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,peregrinus,Ring-tailed_possum,365,365,,180,2,1.5,200,0.3,400,850,,10.1,671,captivity,medium,acceptable,,,2.27,859.3,310.55,"36,420,434,455,671,978"
02210,Animalia,Chordata,Mammalia,Diprotodontia,Tarsipedidae,Tarsipes,rostratus,Honey_possum,167,167,42,90,3,3,122,0.004,3,9,,,,unknown,small,low,,,0.162,10,309.75,"36,420,434,455,522,573,730,978"
02211,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,krefftii,Northern_hairy-nosed_wombat,,,,365,1,1,548,,,31000,,30,671,captivity,small,acceptable,,,,,,"522,671,978"
02212,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,latifrons,Southern_hairy-nosed_wombat,547,547,21,312,1,,365,0.5,3633,25500,,29.9,671,captivity,medium,acceptable,,,16.001,27348.2,308.45,"36,420,455,522,671,730,1136"
02213,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,ursinus,Coarse-haired_wombat,730,730,27,350,1,,730,0.5,5700,25500,,30,671,captivity,small,acceptable,,,,,,"434,455,522,671"
02214,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,albiventris,Four-toed_hedgehog,84,,35,44,6,1,,10,,500,0.039,11.4,671,captivity,large,high,,,0.828,450,308.35,"36,420,448,455,671,678,731,978,1136"
02215,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,algirus,North_african_hedgehog,,,40,40,5,2,,,,745,,,,unknown,tiny,low,,,,,,"542,678,978"
02216,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,frontalis,Southern_african_hedgehog,365,,37,36,5.4,1.5,,10.49,,309,,,,unknown,small,low,,,,,,"455,671,678"
02217,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Echinosorex,gymnura,Moonrat,,,37,,2,2,,14.5,,1250,,,,unknown,small,low,,,2.816,721.2,309.45,"36,420,434,455,511,610,671,678"
02218,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,amurensis,Amur_hedgehog,,,,,,,,,,,,8,671,captivity,tiny,acceptable,,,,,,671
02219,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,concolor,Eastern_European_hedgehog,213,,35,,4.5,1.5,,22,,719,,7,671,captivity,tiny,acceptable,,,1.937,822.7,308.35,"36,420,455,671,678,978"
02220,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,europaeus,Western_European_hedgehog,253,253,30,42,1.5,1.6,,14.7,235,750,,11.7,671,captivity,medium,acceptable,,,2.434,1213.5,307.15,"36,420,434,455,542,610,671,676"
02221,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Hemiechinus,auritus,Long-eared_hedgehog,213,,39,36,4,1,365,10,,342,,7.6,671,captivity,small,acceptable,,,0.845,398.5,306.95,"36,420,434,455,671,678"
02222,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Paraechinus,aethiopicus,Desert_hedgehog,,,37,50,3,1,,8.5,,188,,6.3,671,captivity,small,acceptable,,,0.63,451.5,307.35,"36,420,434,455,671,678,730,978"
02223,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Paraechinus,hypomelas,Brandt's_hedgehog,,,,61,3.2,1,,,,292,,7,671,captivity,small,acceptable,,,,,,"434,455,542,610,671"
02224,Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,arboreus,Tree_hyrax,365,365,229,152,2,,,380,,3000,,13.6,671,captivity,small,acceptable,,,,,,"434,455,671"
02225,Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Heterohyrax,brucei,Bush_hyrax,494,494,229,91,1.9,1,365,225,,2456.7,,,,unknown,small,low,,,3.872,1604.4,309.85,"36,420,434,455,542,610,671,978"
02226,Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia,capensis,Rock_hyrax,500,500,215,116,3,1,365,205,500,3600,0.0112,14.8,671,captivity,medium,acceptable,,,4.954,2458,310.15,"36,420,434,455,610,671,680,731,817,978,1136,1143"
02227,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Brachylagus,idahoensis,Pygmy_rabbit,256,,27,,6,2.5,39,,,421.3,,,,unknown,small,low,,,2.145,432,,"36,434,455,610,671,978"
02228,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Bunolagus,monticularis,Riverine_rabbit,,,,,1,,,45,,1250,,,,unknown,small,low,,,,,,"434,455,671"
02229,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,americanus,Snowshoe_hare,308,411,36,20,3,2.6,39,61.03,362,1600,0.0376,,,unknown,tiny,low,,,6.708,1603.4,312.95,"36,420,434,455,610,671,680,731"
02230,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,brachyurus,Japanese_hare,,,38,,2.1,2.5,,,,2519,,13,671,captivity,small,acceptable,,,,,,"671,978"
02231,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,californicus,Black-tailed_jackrabbit,243,,44,41,1,3.7,,84.34,1300,4175,0.0225,11.8,671,captivity,tiny,acceptable,,,7.314,2300,312.35,"36,420,434,455,489,610,671,680,731,1136"
02232,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,capensis,Cape_hare,228,175,43,33,2.6,3.3,39,118.4,943.3,2358,,,,unknown,small,low,,,,,,"455,610,671,680,817"
02233,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,europaeus,European_hare,236,,42,29,2,3.8,,119.67,390,4175,0.0191,10.7,671,captivity,small,acceptable,,,,,311.45,"434,542,610,671,676,731,1053"
02234,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,timidus,Mountain_hare,266,,50,23,2,2.1,50,107.93,492,4175,,18,640,wild,medium,acceptable,,,8.443,3014.5,312.85,"36,420,434,455,610,640"
02235,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,townsendii,White-tailed_jackrabbit,333,,39,27,4.3,2.8,,94.32,737,3035.5,,,,unknown,small,low,,,7.698,2523.2,311.35,"36,420,455,538,542,610"
02236,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,European_rabbit,730,,30,26,5,4.3,29,45,214,1800,0.0228,9,434,unknown,large,questionable,,,7.395,2167.9,312.15,"36,54,55,109,110,111,112,113,114,115,116,189,420,434,455,489,542,551,610,671,676,680,731,1136"
02237,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,audubonii,Audubon's_cottontail_rabbit,164,107,29,28,3,5,,34.5,,900,,7.8,671,captivity,small,acceptable,,,2.506,686.9,311.45,"36,420,455,610,671,680"
02238,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,bachmani,Brush_rabbit,154,,27,19,3.6,3.2,29,28.17,,700,,,,unknown,small,low,,,,,,"434,455,520,610"
02239,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern_cottontail,123,,30,24,5,3.9,30,40,118.5,1150,0.0243,9.8,"Steven_Austad,_pers._comm.",captivity,small,acceptable,,,,,,"1,434,455,610,671,676,680,697,731"
02240,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,nuttallii,Mountain_cottontail,121,,30,34,3.6,3.5,,,,760,,7.4,671,captivity,small,acceptable,,,,,,"455,610,671"
02241,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Marsh_rabbit,219,,34,,2.3,6,,,,1233,,7.6,671,captivity,small,acceptable,,,,,,"434,455,610,671,978"
02242,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,transitionalis,New_England_cottontail,120,,28,16,4.8,2.5,,30,,902.6,,9.3,671,captivity,tiny,acceptable,,,,,,"455,610,671"
02243,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,collaris,Collared_pika,365,,30,,5,1.5,,9,,129,,,,unknown,small,low,,,,,,"434,455,538,542,610"
02244,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,hyperborea,Northern_pika,,,28,,3,,,9.6,,120,,9.4,671,captivity,small,acceptable,,,,,,"671,978"
02245,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,princeps,American_pika,347,,30,28,3,2.2,30,9,81.1,100,0.0376,7,671,captivity,small,acceptable,,,0.932,109,313.25,"36,420,434,455,489,573,610,671,676,680,731,1136"
02246,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,pusilla,Steppe_pika,31,,30,22,8,2.8,,9,,262.5,,,,unknown,small,low,,,,,,"434,455,542,671"
02247,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,brachyrhynchus,Short-nosed_elephant_shrew,,,,,1.8,5.5,75,,,44.3,,,,unknown,small,low,,,0.244,45.3,310.65,"36,420,434,455,610,671,978"
02248,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,edwardii,Cape_elephant_shrew,,,,,1.8,,,11.9,,50,,,,unknown,small,low,,,0.303,49.9,310.75,"36,420,671,978"
02249,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,intufi,Long-eared_elephant_shrew,335,183,52,38,1.6,,67,10,,52,,9.3,671,captivity,small,acceptable,,,0.29,46.5,310.35,"36,420,434,455,610,671"
02250,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,rozeti,North_African_elephant_shrew,,,76,,2.5,2,,,,48,,7.2,671,captivity,small,acceptable,,,0.288,49,310.25,"36,420,434,542,610,671"
02251,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,rufescens,Rufous_elephant_shrew,50,50,61,23,1,5.2,84,10.6,29,58,0.0481,7.9,671,captivity,small,acceptable,,,0.317,53,310.45,"36,420,434,455,542,610,671,731,1136"
02252,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Macroscelides,proboscideus,Short-eared_elephant_shrew,44,,65,19,1.6,,,7,,40,,8.7,671,captivity,medium,acceptable,,,0.292,39,309.35,"36,420,434,455,542,610,671,1136"
02253,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Petrodromus,tetradactylus,Four-toed_elephant_shrew,,,,,1.2,2,,31,,210,,,,unknown,small,low,,,0.852,208,310.65,"36,420,434,455,610,671,978"
02254,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,chrysopygus,Golden-rumped_elephant_shrew,38,,42,15,1,4.5,81,80,180,540,,11,671,captivity,small,acceptable,,,,,,"434,455,542,610,671"
02255,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,cirnei,Checkered_elephant_shrew,,,,,1.9,4.5,,,,370,,,,unknown,small,low,,,,,,"434,671,978"
02256,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops,gliroides,Monito_del_monte,730,730,,,3,,365,,,24.05,,,,unknown,small,low,,,,,308.3,"434,455,522,1032"
02257,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,Duck-billed_platypus,548,548,17,106,2,,365,,,1250,,22.6,671,captivity,small,acceptable,,,1.931,1030.3,307.15,"36,420,434,455,671"
02258,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,Short-beaked_echidna,548,548,22,200,1,,730,0.379,400,3500,0.013,49.5,671,captivity,medium,acceptable,,,2.327,2909,303.85,"36,420,434,455,671,730,731,835,845,978,1136"
02259,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Zaglossus,bruijni,Long-nosed_echidna,,,10,152,1,,,,400,7500,,41.2,671,captivity,tiny,acceptable,,,6.493,11848.6,303.95,"36,420,434,455,671,978"
02260,Animalia,Chordata,Mammalia,Notoryctemorphia,Notoryctidae,Notoryctes,typhlops,Southern_marsupial_mole,,,,,1,,,,,53.25,,,,unknown,small,low,,,,,,"434,542"
02261,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,kalubu,New_Guinea_spiny_bandicoot,,,13,,2.1,,120,,,650,,,,unknown,small,low,,,,,308.15,"434,671,978,1032"
02262,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,rufescens,Long-nosed_echymipera,,,,,2.2,,,,,1250,,3.1,671,captivity,small,acceptable,,,2.255,886.6,308.05,"36,420,434,671,978"
02263,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,auratus,Golden_bandicoot,,,12,,2.6,,,,,485,,6.7,671,captivity,tiny,acceptable,,,0.837,428,306.95,"36,420,522,671,978"
02264,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon,macrourus,Northern_brown_bandicoot,122,200,12,60,4,2.7,58,0.1883,100,1600,0.0145,6.8,671,captivity,small,acceptable,,,3.202,1551,309.05,"36,420,434,455,522,671,730,731,978"
